,0
99,CCOC(C)=O
100,CCOC=O
101,CCOCC
102,CCOc1cccc(C)c1
103,CCOc1ccccc1
104,CCOc1ccccc1C
105,CCS
106,CCSC
107,CC[NH+](C)C
108,CC[NH+]1CCCCC1
109,CC[NH2+]C
110,CC[NH3+]
111,CC[O-]
112,CC[SH]=O
113,CCc1ccccc1O
114,CCc1cccc(F)c1
115,CCc1ccccc1
116,CCc1ccccc1C
117,CCc1ccccc1F
118,CF
119,CN
120,CN(C)C
121,CN(C)C=O
122,CN1CCCC1
123,CN1CCCC1=O
124,CN1CCCCC1
125,CN1CCN(C)CC1
126,CN1CCN(C=O)CC1
127,CN1CCNCC1
128,CN1CCOCC1
129,CNC
130,CNC(=O)CN
131,CNC(=O)NC
132,CNC(=O)c1ccccc1
133,CNC(C)=O
134,CNC(C)C
135,CNC(C)c1ccccc1
136,CNC(N)=O
137,CNC=O
138,CNCC(N)=O
139,CNCC=O
140,CNCCN
141,CNCN
142,CNCNC
143,CNCNc1ccccc1
144,CNCc1ccc(C)cc1
145,CNCc1ccccc1
146,CNN
147,CNS
148,CNS(C)(=O)=O
149,CNS(C)=O
150,CNSC
151,CN[SH](=O)=O
152,CN[SH]=O
153,CNc1ccc(O)cc1
154,CNc1ccc(OC)cc1
155,CNc1cccc(Cl)c1
156,CNc1ccccc1
157,CNc1ccccc1C
158,CNc1ccccc1C=O
159,CNc1ccccc1F
160,CO
161,COC
162,COC(C)=O
163,COC(C)C
164,COC=O
165,COCC(N)=O
166,COCC=O
167,COCCN
168,COc1ccc(C)cc1
169,COc1ccc(C)cc1O
170,COc1ccc(C=O)cc1
171,COc1ccc(CN)cc1
172,COc1ccc(N)cc1
173,COc1ccc(NC=O)cc1
174,COc1ccc(OC)c(C)c1
175,COc1ccc(OC)cc1
176,COc1ccccc1
177,COc1ccccc1O
178,CS
179,CS(C)(=O)=O
180,CS(C)=O
181,CS(N)(=O)=O
182,CS(N)=O
183,CSC
184,CSCC(N)=O
185,CSCC=O
186,CSCCN
187,CSN
188,C[N+](=O)[O-]
189,C[NH+](C)C
190,C[NH+]1CCCC1
191,C[NH+]1CCCCC1
192,C[NH+]=O
193,C[NH2+]C
194,C[NH2+]C(C)C
195,C[NH2+][O-]
196,C[NH3+]
197,C[O-]
198,C[SH](=O)=O
199,C[SH]=O
200,Cc1c[nH]nc1C
201,Cc1ccc(Br)cc1
202,Cc1ccc(C)cc1
203,Cc1ccc(Cl)cc1
204,Cc1ccc(N)cc1C
205,Cc1ccc(O)c(O)c1
206,Cc1ccc(O)cc1
207,Cc1cccc(Cl)c1
208,Cc1cccc(F)c1
209,Cc1cccc(O)c1
210,Cc1cccc([N+](=O)[O-])c1
211,Cc1cccc([NH+]=O)c1
212,Cc1cccc([NH2+][O-])c1
213,Cc1cccc([NH3+])c1
214,Cc1ccccc1
215,Cc1ccccc1C
216,Cc1ccccc1C(N)=O
217,Cc1ccccc1C=O
218,Cc1ccccc1CN
219,Cc1ccccc1F
220,Cc1ccccc1N
221,Cc1ccccc1NC=O
222,Cc1ccccc1S
223,Cc1ccccc1S(N)(=O)=O
224,Cc1ccccc1S(N)=O
225,Cc1ccccc1SN
226,Cc1ccccc1[SH](=O)=O
227,Cc1ccccc1[SH]=O
228,Cc1cccnc1
229,Cc1ccco1
230,Cc1cn(C)nc1C
231,Cc1cncs1
232,Cc1cocc1
233,Cc1csc(C)n1
234,Cc1cscc1
235,Cc1n[nH]c(N)c1
236,Cc1n[nH]cc1
237,Cc1ncno1
238,Cc1nn(C)cc1
239,Cc1nocn1
240,Clc1ccccc1
241,Cn1cccn1
242,FC(F)F
243,FCF
244,Fc1ccc(F)cc1
245,Fc1ccccc1
246,NC(=O)CO
247,NC(=O)CS
248,NC(=O)Nc1ccccc1
249,NC(=O)c1ccccc1
250,NC(=O)c1ccccc1N
251,NC(N)=O
252,NC1CCCCC1
253,NC=O
254,NCC(N)=O
255,NCC=O
256,NCCN
257,NCCO
258,NCCS
259,NCN
260,NCNc1ccccc1
261,NCc1ccccc1F
262,NCc1ccc(O)cc1
263,NCc1cccc(O)c1
264,NCc1ccccc1
265,NCc1ccccc1N
266,NCc1cccnc1
267,NNC=O
268,NS
269,NS(=O)(=O)c1ccccc1
270,NS(=O)c1ccccc1
271,NSc1ccccc1
272,N[SH](=O)=O
273,N[SH]=O
274,Nc1ccc(N)cc1
275,Nc1ccc(O)cc1
276,Nc1cccc(Cl)c1
277,Nc1ccccc1
278,Nc1ccccc1C=O
279,Nc1ccccc1F
280,Nc1ccn[nH]1
281,Nc1cccnc1
282,Nc1ccncn1
283,O=C1CCCN1
284,O=CC1CCCNC1
285,O=CCO
286,O=CCS
287,O=CN1CCCC1
288,O=CN1CCCCC1
289,O=CN1CCNCC1
290,O=CNCc1ccccc1
291,O=CNc1ccc(O)cc1
292,O=CNc1cccc(Cl)c1
293,O=CNc1ccccc1
294,O=CNc1ccccc1F
295,O=CO
296,O=C[O-]
297,O=Cc1c[nH]nc1
298,O=Cc1ccc(O)cc1
299,O=Cc1cccc(O)c1
300,O=Cc1ccccc1
301,O=Cc1cccnc1
302,O=S
303,O=S=O
304,O=[N+]([O-])c1ccccc1
305,O=[NH+][O-]
306,O=[NH+]c1ccccc1
307,O=[SH](=O)c1ccccc1
308,O=[SH]c1ccccc1
309,OCc1ccccc1
310,Oc1ccccc1
311,Oc1ccccc1O
312,Sc1ccccc1
313,[NH2+]=O
314,[NH3+]Cc1ccccc1
315,[NH3+][O-]
316,[NH3+]c1ccccc1
317,[O-][NH2+]c1ccccc1
