,0
94,CC(=O)N1CCC(CCN)CC1
95,CC(=O)N1CCC(CN(C)C)CC1
96,CC(=O)N1CCC(CN)CC1
97,CC(=O)N1CCC(CN)C2=CC=CC=C21
98,CC(=O)N1CCC(CO)CC1
99,CC(=O)N1CCC(C[O-])C1
100,CC(=O)N1CCC(NC=O)CC1
101,CC(=O)N1CCC(OCC2=CC=CC=C2)CC1
102,CC(=O)N1CCC(C2=CC=CC=C2C)C1
103,CC(=O)N1CCCC(C(=O)NC2=CC=CC=C2)C1
104,CC(=O)N1CCCC(C)(C)C1
105,CC(=O)N1CCCC(C)C1
106,CC(=O)N1CCCC(C)C1C
107,CC(=O)N1CCCC(C=O)C1
108,CC(=O)N1CCCC(CN)C1
109,CC(=O)N1CCCC(CNC=O)C1
110,CC(=O)N1CCCC(CNC2=CC=CC=C2)C1
111,CC(=O)N1CCCC(CO)C1
112,CC(=O)N1CCCC(N)C1
113,CC(=O)N1CCCC(O)C1
114,CC(=O)N1CCCC(C2=[NH+]C=C[NH]2)C1
115,CC(=O)N1CCCC(C2=CC=CC=C2)C1
116,CC(=O)N1CCCC1(C)C
117,CC(=O)N1CCCC1C
118,CC(=O)N1CCCC1C(N)=O
119,CC(=O)N1CCCC1C=O
120,CC(=O)N1CCCC1CN
121,CC(=O)N1CCCC1CO
122,CC(=O)N1CCCC1C[NH3+]
123,CC(=O)N1CCCC1C1=CC=CC(F)=C1
124,CC(=O)N1CCCC1C1=CC=CC=C1
125,CC(=O)N1CCCC1C1=CC=CC=C1F
126,CC(=O)N1CCCC1C1=CC=CC=C1O
127,CC(=O)N1CCCCC1C
128,CC(=O)N1CCCCC1C(=O)O
129,CC(=O)N1CCCCC1C(N)=O
130,CC(=O)N1CCCCC1C=O
131,CC(=O)N1CCCCC1CN
132,CC(=O)N1CCCCC1C1=N[NH]C=C1
133,CC(=O)N1CCCN(C)CC1
134,CC(=O)N1CCCN(C=O)CC1
135,CC(=O)N1CCCC2=CC=CC=C21
136,CC(=O)N1CCN(C(=O)C2=CC=CC=C2)CC1
137,CC(=O)N1CCN(C(C)=O)CC1
138,CC(=O)N1CCN(C(C)C(N)=O)CC1
139,CC(=O)N1CCN(C(C)C)CC1
140,CC(=O)N1CCN(C(C)C=O)CC1
141,CC(=O)N1CCN(C(C)CN)CC1
142,CC(=O)N1CCN(C(N)=O)CC1
143,CC(=O)N1CCN(C)C(=O)C1
144,CC(=O)N1CCN(C)CC1
145,CC(=O)N1CCN(C)CC1C
146,CC(=O)N1CCN(C=O)CC1
147,CC(=O)N1CCN(CC(N)=O)CC1
148,CC(=O)N1CCN(CC=O)CC1
149,CC(=O)N1CCN(CCN)CC1
150,CC(=O)N1CCN(CN)CC1
151,CC(=O)N1CCN(CC2=CC=CC=C2)CC1
152,CC(=O)N1CCN(S(=O)(=O)C2=CC=CC=C2)CC1
153,CC(=O)N1CCN(S(=O)C2=CC=CC=C2)CC1
154,CC(=O)N1CCN(S(C)(=O)=O)CC1
155,CC(=O)N1CCN(S(C)=O)CC1
156,CC(=O)N1CCN(S)CC1
157,CC(=O)N1CCN(SC2=CC=CC=C2)CC1
158,CC(=O)N1CCN([SH](=O)=O)CC1
159,CC(=O)N1CCN([SH]=O)CC1
160,CC(=O)N1CCN(C2=CC=CC(C)=C2)CC1
161,CC(=O)N1CCN(C2=CC=CC(F)=C2)CC1
162,CC(=O)N1CCN(C2=CC=CC=C2)CC1
163,CC(=O)N1CCN(C2=CC=CC=C2C)CC1
164,CC(=O)N1CCN(C2=CC=CC=C2O)CC1
165,CC(=O)N1CCN(C2=CC=CC=N2)CC1
166,CC(=O)N1CCN(C2=CC=NC=N2)CC1
167,CC(=O)N1CCNC(=O)C1C
168,CC(=O)N1CCOC(C)C1
169,CC(=O)N1CCOC(C2=CC=CC=C2)C1
170,CC(=O)N1CCOCC1(C)C
171,CC(=O)N1CCOCC1C
172,CC(=O)N1CCC2=CC(C)=CC=C21
173,CC(=O)N1CCC2=CC(F)=CC=C2C1
174,CC(=O)N1CCC2=CC=CC=C21
175,CC(=O)N1CSCC1C
176,CC(=O)N1CSCC1C(N)=O
177,CC(=O)N1CSCC1C=O
178,CC(=O)N1CSCC1CN
179,CC(=O)N1C2=CC=CC=C2CC1C
180,CC(=O)N1C2=CC=CC=C2NCCC1C
181,CC(=O)N=C1SCCN1C
182,CC(=O)NC(=S)NC1=CC=CC=C1
183,CC(=O)NC(C(N)=O)C(C)C
184,CC(=O)NC(C)(C)C
185,CC(=O)NC(C)(C)C=O
186,CC(=O)NC(C)C
187,CC(=O)NC(C)C#N
188,CC(=O)NC(C)C(=O)N1CCCCC1
189,CC(=O)NC(C)C(=O)N1CCOCC1
190,CC(=O)NC(C)C(=O)NC1=CC=CC=C1
191,CC(=O)NC(C)C(=O)O
192,CC(=O)NC(C)C(=O)[O-]
193,CC(=O)NC(C)C(C)(C)C
194,CC(=O)NC(C)C(C)C
195,CC(=O)NC(C)C(N)=O
196,CC(=O)NC(C)C1CC1
197,CC(=O)NC(C)C1CCCO1
198,CC(=O)NC(C)C=O
199,CC(=O)NC(C)CC(C)C
200,CC(=O)NC(C)CC(N)=O
201,CC(=O)NC(C)CC=O
202,CC(=O)NC(C)CCN
203,CC(=O)NC(C)CN
204,CC(=O)NC(C)CN1CCCCC1
205,CC(=O)NC(C)CN1CCOCC1
206,CC(=O)NC(C)CNC1=CC=CC=C1
207,CC(=O)NC(C)CO
208,CC(=O)NC(C)CS
209,CC(=O)NC(C)C[O-]
210,CC(=O)NC(C)CC1=CC=CC=C1
211,CC(=O)NC(C)C1=C[NH]N=C1
212,CC(=O)NC(C)C1=C[NH]N=C1C
213,CC(=O)NC(C)C1=CC=C(C)C=C1
214,CC(=O)NC(C)C1=CC=C(F)C=C1
215,CC(=O)NC(C)C1=CC=C(F)C=C1F
216,CC(=O)NC(C)C1=CC=CC(C)=C1
217,CC(=O)NC(C)C1=CC=CC(Cl)=C1
218,CC(=O)NC(C)C1=CC=CC(N)=C1
219,CC(=O)NC(C)C1=CC=CC=C1
220,CC(=O)NC(C)C1=CC=CC=C1O
221,CC(=O)NC(C)C1=CC=CO1
222,CC(=O)NC(C)C1=CC=CS1
223,CC(=O)NC(C)C1=CC=NC=C1
224,CC(=O)NC(C)C1=CN(C)N=C1
225,CC(=O)NC(C)C1=CN(C)N=C1C
226,CC(=O)NC(C)C1=NC(C)=CS1
227,CC(=O)NC(C)C1=NC(C)=NO1
228,CC(=O)NC(C)C1=NC=CS1
229,CC(=O)NC(C)C1=NC=NO1
230,CC(=O)NC(C=O)C(C)C
231,CC(=O)NC(C=O)C1=CC=CC=C1
232,CC(=O)NC(CC=O)C1=CC=CC=C1
233,CC(=O)NC(CN)C(C)C
234,CC(=O)NC(CO)C1=CC=C(F)C=C1
235,CC(=O)NC(CO)C1=CC=CC(F)=C1
236,CC(=O)NC(CO)C1=CC=CC=C1
237,CC(=O)NC(N)=O
238,CC(=O)NC(N)=S
239,CC(=O)NC(C1=CC=CC=C1)C(C)C
240,CC(=O)NC1(C)CCCC1
241,CC(=O)NC1(C)CCCCC1
242,CC(=O)NC1=CN(C)CC=C1
243,CC(=O)NC1CC(C)N(C)C1
244,CC(=O)NC1CC1
245,CC(=O)NC1CC1C
246,CC(=O)NC1CCC(C)CC1
247,CC(=O)NC1CCC(C)CC1C
248,CC(=O)NC1CCC(O)CC1
249,CC(=O)NC1CCC(S)C1
250,CC(=O)NC1CCC([NH+](C)C)C1
251,CC(=O)NC1CCC([NH3+])C1
252,CC(=O)NC1CCC1
253,CC(=O)NC1CCC1(C)C
254,CC(=O)NC1CCC1C
255,CC(=O)NC1CCCC1
256,CC(=O)NC1CCCC1C
257,CC(=O)NC1CCCCC1
258,CC(=O)NC1CCCCC1C
259,CC(=O)NC1CCCCC1S
260,CC(=O)NC1CCCCC1S(C)=O
261,CC(=O)NC1CCCCC1[SH]=O
262,CC(=O)NC1CCCN(C)C1
263,CC(=O)NC1CCCC2=CC=CC=C21
264,CC(=O)NC1CCN(C(C)=O)CC1
265,CC(=O)NC1CCN(C)C1
266,CC(=O)NC1CCN(C)C1=O
267,CC(=O)NC1CCN(C)CC1
268,CC(=O)NC1CCN(C=O)CC1
269,CC(=O)NC1CCN(C2=CC=CC=C2)C1
270,CC(=O)NC1CCNC1=O
271,CC(=O)NC1CCS(=O)(=O)C1
272,CC(=O)NC1CCS(=O)C1
273,CC(=O)NC1CCSC1
274,CC(=O)NC1CC[NH+](C)CC1
275,CC(=O)NC1CC[NH+](CC2=CC=CC=C2)CC1
276,CC(=O)NC1CC[NH2+]CC1
277,CC(=O)NC1CCC2=CC=CC=C21
278,CC(=O)NC1CNC(C)C1
279,CC(=O)NC=O
280,CC(=O)NC=S
281,CC(=O)NCC#N
282,CC(=O)NCC(=O)N(C)C
283,CC(=O)NCC(=O)N1CCCCC1
284,CC(=O)NCC(=O)N1CCOCC1
285,CC(=O)NCC(=O)NC1=CC=CC(C)=C1
286,CC(=O)NCC(=O)NC1=CC=CC=C1
287,CC(=O)NCC(=O)O
288,CC(=O)NCC(=O)[O-]
289,CC(=O)NCC(C)(C)C
290,CC(=O)NCC(C)(C)O
291,CC(=O)NCC(C)C
292,CC(=O)NCC(C)N
293,CC(=O)NCC(C)N1CCOCC1
294,CC(=O)NCC(C)O
295,CC(=O)NCC(C)OC1=CC=CC=C1
296,CC(=O)NCC(C)[NH+](C)C
297,CC(=O)NCC(C)[NH+]1CCCCC1
298,CC(=O)NCC(C)[NH3+]
299,CC(=O)NCC(C)C1=CC=CC=C1
300,CC(=O)NCC(C)C1=CSC=C1
301,CC(=O)NCC(F)(F)F
302,CC(=O)NCC(F)F
303,CC(=O)NCC(N)=O
304,CC(=O)NCC(O)C1=CC=C(F)C=C1
305,CC(=O)NCC(O)C1=CC=CC=C1
306,CC(=O)NCC([NH3+])C1=CC=CC=C1
307,CC(=O)NCC1CC1
308,CC(=O)NCC1CCCC1
309,CC(=O)NCC1CCCCC1
310,CC(=O)NCC1CCCC[NH+]1C
311,CC(=O)NCC1CCCC[NH2+]1
312,CC(=O)NCC1CCCN(C(C)=O)C1
313,CC(=O)NCC1CCCO1
314,CC(=O)NCC1CCN(C)CC1
315,CC(=O)NCC1CCN(C=O)CC1
316,CC(=O)NCC1CCNCC1
317,CC(=O)NCC1CCOC1
318,CC(=O)NCC1CCOCC1
319,CC(=O)NCC1CC[NH+](C)C1
320,CC(=O)NCC1CC[NH2+]C1
321,CC(=O)NCC1CNCCO1
322,CC(=O)NCC=O
323,CC(=O)NCCC#N
324,CC(=O)NCCC(C)C
325,CC(=O)NCCC(N)=O
326,CC(=O)NCCC=O
327,CC(=O)NCCCN
328,CC(=O)NCCCO
329,CC(=O)NCCF
330,CC(=O)NCCN
331,CC(=O)NCCN(C)C
332,CC(=O)NCCN1CCCCC1
333,CC(=O)NCCN1CCOCC1
334,CC(=O)NCCNC=O
335,CC(=O)NCCNC1=CC=CC(C)=C1
336,CC(=O)NCCNC1=CC=CC=C1
337,CC(=O)NCCO
338,CC(=O)NCCOC1=CC=CC=C1
339,CC(=O)NCCS
340,CC(=O)NCC[NH+](C)C
341,CC(=O)NCC[NH+]1CCCCC1
342,CC(=O)NCC[NH3+]
343,CC(=O)NCC[O-]
344,CC(=O)NCC[SH]=O
345,CC(=O)NCCC1=CC=CC(C)=C1
346,CC(=O)NCCC1=CC=C(F)C=C1
347,CC(=O)NCCC1=CC=CC=C1
348,CC(=O)NCCC1=CC=CC=C1C
349,CC(=O)NCCC1=CC=CC=C1Cl
350,CC(=O)NCCC1=CC=CC=C1F
351,CC(=O)NCCC1=CC=CC=C1O
352,CC(=O)NCCC1=CC=CO1
353,CC(=O)NCCC1=CC=CS1
354,CC(=O)NCCC1=CSC=N1
355,CC(=O)NCN
356,CC(=O)NCNC1=CC=C(C)C=C1
357,CC(=O)NCNC1=CC=CC=C1
358,CC(=O)NCC1=C(C)[NH]N=C1
359,CC(=O)NCC1=C(C)N(C)N=C1
360,CC(=O)NCC1=C(C)N=CS1
361,CC(=O)NCC1=C(C)OC=C1
362,CC(=O)NCC1=C[NH]N=C1
363,CC(=O)NCC1=C[NH]N=C1C
364,CC(=O)NCC1=CC=CC(C)=C1
365,CC(=O)NCC1=CC=CC(Cl)=C1
366,CC(=O)NCC1=CC=CC(N)=C1
367,CC(=O)NCC1=CC(O)=CC=C1O
368,CC(=O)NCC1=CC(O)=CC=N1
369,CC(=O)NCC1=CC=C(C(N)=O)C=C1
370,CC(=O)NCC1=CC=C(C)C=C1
371,CC(=O)NCC1=CC=C(C)S1
372,CC(=O)NCC1=CC=C(C=O)C=C1
373,CC(=O)NCC1=CC=C(CN)C=C1
374,CC(=O)NCC1=CC=C(F)C=C1
375,CC(=O)NCC1=CC=C(F)C=C1F
376,CC(=O)NCC1=CC=C(N)C=C1
377,CC(=O)NCC1=CC=C(O)C=C1
378,CC(=O)NCC1=CC=C(S)C=C1
379,CC(=O)NCC1=CC=C2OCOC2=C1
380,CC(=O)NCC1=CC=C[NH+]=C1
381,CC(=O)NCC1=CC=C[NH+]=C1N
382,CC(=O)NCC1=CC=CC(C)=C1
383,CC(=O)NCC1=CC=CC(Cl)=C1
384,CC(=O)NCC1=CC=CC(N)=C1
385,CC(=O)NCC1=CC=CC=C1
386,CC(=O)NCC1=CC=CC=C1C
387,CC(=O)NCC1=CC=CC=C1F
388,CC(=O)NCC1=CC=CC=C1O
389,CC(=O)NCC1=CC=CC=N1
390,CC(=O)NCC1=CC=CN=C1
391,CC(=O)NCC1=CC=CO1
392,CC(=O)NCC1=CC=CS1
393,CC(=O)NCC1=CC=NC=C1
394,CC(=O)NCC1=CN(C)N=C1
395,CC(=O)NCC1=CN(C)N=C1C
396,CC(=O)NCC1=CN=CS1
397,CC(=O)NCC1=COC(C)=C1
398,CC(=O)NCC1=NC(C)=CS1
399,CC(=O)NCC1=NC(C)=NO1
400,CC(=O)NCC1=NC=CS1
401,CC(=O)NCC1=NC=NO1
402,CC(=O)NCC1=NN=C[NH]1
403,CC(=O)NCC1=NOC(C)=C1
404,CC(=O)NCC1=NOC=C1
405,CC(=O)NNC(=O)C1=CC=CC=C1
406,CC(=O)NNC(C)=O
407,CC(=O)NNC(N)=O
408,CC(=O)NNC=O
409,CC(=O)NNCN
410,CC(=O)NNCC1=CC=CC=C1
411,CC(=O)NNC1=CC=CC=C1
412,CC(=O)NC1=C(C#N)C=CS1
413,CC(=O)NC1=C(C(=O)O)SC=C1
414,CC(=O)NC1=C(C)[NH]N=C1C
415,CC(=O)NC1=C(C)C(C)=C(C)S1
416,CC(=O)NC1=CC=CC(C)=C1C
417,CC(=O)NC1=C(C)C(C)=CS1
418,CC(=O)NC1=CC=CC(NC=O)=C1C
419,CC(=O)NC1=C(C)C2=C(CCCC2)S1
420,CC(=O)NC1=C(C)C=C(C)C=C1C
421,CC(=O)NC1=C(C)C=C(C)S1
422,CC(=O)NC1=C(C)C=CC=C1C
423,CC(=O)NC1=C(C)C=CS1
424,CC(=O)NC1=C(C)N(C)N=C1C
425,CC(=O)NC1=C(C)SC(C)=C1
426,CC(=O)NC1=C(C=O)C=CS1
427,CC(=O)NC1=C(CO)SC=C1
428,CC(=O)NC1=C[NH]C(=O)C=C1
429,CC(=O)NC1=CC=CC(C(=O)O)=C1
430,CC(=O)NC1=CC(C(N)=O)=CC=C1C
431,CC(=O)NC1=CC(C(N)=O)=CC=C1F
432,CC(=O)NC1=CC(C)=C(C)S1
433,CC(=O)NC1=CC(C)=C(C=O)S1
434,CC(=O)NC1=CC=C(Cl)C(C)=C1
435,CC(=O)NC1=CC=CC(C)=C1
436,CC(=O)NC1=CC(C)=CC=C1F
437,CC(=O)NC1=CC(C)=CC=C1O
438,CC(=O)NC1=CC(C)=N[NH]1
439,CC(=O)NC1=CC(C)=NN1C1=CC=CC=C1
440,CC(=O)NC1=CC(C)=NN1C
441,CC(=O)NC1=CC(C)=NO1
442,CC(=O)NC1=CC(C=O)=CC=C1C
443,CC(=O)NC1=CC(C=O)=CC=C1F
444,CC(=O)NC1=CC(CN)=CC=C1C
445,CC(=O)NC1=CC(CN)=CC=C1F
446,CC(=O)NC1=CC=CC(CO)=C1
447,CC(=O)NC1=CC(Cl)=CC(Cl)=C1
448,CC(=O)NC1=CC(Cl)=CC=C1C
449,CC(=O)NC1=CC=C(O)C(F)=C1
450,CC(=O)NC1=CC(F)=CC=C1O
451,CC(=O)NC1=CC=CC(NC=O)=C1
452,CC(=O)NC1=CC(O)=CC=N1
453,CC(=O)NC1=CC2=C(CCCC2)S1
454,CC(=O)NC1=CC=C(C(=O)N2CCCCC2)C=C1
455,CC(=O)NC1=CC=C(C(=O)[O-])C=C1
456,CC(=O)NC1=CC=C(C(C)=O)C=C1
457,CC(=O)NC1=CC=C(C(N)=O)S1
458,CC(=O)NC1=CC=C(C)C(C)=C1
459,CC(=O)NC1=CC=C(C)C(Cl)=C1
460,CC(=O)NC1=CC=C(C)C(S(N)(=O)=O)=C1
461,CC(=O)NC1=CC=C(C)C(S(N)=O)=C1
462,CC(=O)NC1=CC=C(C)C(S)=C1
463,CC(=O)NC1=CC=C(C)C(SN)=C1
464,CC(=O)NC1=CC=C(C)C([SH](=O)=O)=C1
465,CC(=O)NC1=CC=C(C)C([SH]=O)=C1
466,CC(=O)NC1=CC=C(C)C=C1
467,CC(=O)NC1=CC=C(C)C=C1Br
468,CC(=O)NC1=CC=C(C)C=C1C
469,CC(=O)NC1=CC=C(C)C=N1
470,CC(=O)NC1=CC=C(C=O)C(Cl)=C1
471,CC(=O)NC1=CC=C(C=O)C=C1
472,CC(=O)NC1=CC=C(CC(N)=O)C=C1
473,CC(=O)NC1=CC=C(CC=O)C=C1
474,CC(=O)NC1=CC=C(CCN)C=C1
475,CC(=O)NC1=CC=C(CN)C=C1
476,CC(=O)NC1=CC=C(CN)S1
477,CC(=O)NC1=CC=C(CN2CCCCC2)C=C1
478,CC(=O)NC1=CC=C(CO)C=C1
479,CC(=O)NC1=CC=C(C[NH3+])C=C1
480,CC(=O)NC1=CC=C(C[O-])C=C1
481,CC(=O)NC1=CC=C(Cl)C(C(N)=O)=C1
482,CC(=O)NC1=CC=C(Cl)C(CN)=C1
483,CC(=O)NC1=CC=C(Cl)C=C1
484,CC(=O)NC1=CC=C(Cl)C=C1O
485,CC(=O)NC1=CC=C(Cl)C=N1
486,CC(=O)NC1=CC=C(F)C(C)=C1
487,CC(=O)NC1=CC=C(F)C(F)=C1
488,CC(=O)NC1=CC=C(F)C(N)=C1
489,CC(=O)NC1=CC=C(F)C=C1
490,CC(=O)NC1=CC=C(F)C=C1F
491,CC(=O)NC1=CC=C(N(C)C)C=C1
492,CC(=O)NC1=CC=C(N)C(Cl)=C1
493,CC(=O)NC1=CC=C(N)C=C1
494,CC(=O)NC1=CC=C(N)C=C1C
495,CC(=O)NC1=CC=C(N)N=C1
496,CC(=O)NC1=CC=C(N2CCCC2)C=C1
497,CC(=O)NC1=CC=C(N2CCCCC2)C=C1
498,CC(=O)NC1=CC=C(N2CCOCC2)C=C1
499,CC(=O)NC1=CC=C(NC(C)=O)C=C1
500,CC(=O)NC1=CC=C(NC=O)C=C1
501,CC(=O)NC1=CC=C(O)C(C)=C1
502,CC(=O)NC1=CC=C(O)C(F)=C1
503,CC(=O)NC1=CC=C(O)C(N)=C1
504,CC(=O)NC1=CC=C(O)C(O)=C1
505,CC(=O)NC1=CC=C(O)C=C1
506,CC(=O)NC1=CC=C(OC(C)C)C=C1
507,CC(=O)NC1=CC=C(OC(F)F)C=C1
508,CC(=O)NC1=CC=C(OCF)C=C1
509,CC(=O)NC1=CC=C(S(=O)(=O)N(C)C)C=C1
510,CC(=O)NC1=CC=C(S(=O)N(C)C)C=C1
511,CC(=O)NC1=CC=C(S(N)(=O)=O)C=C1
512,CC(=O)NC1=CC=C(S(N)=O)C=C1
513,CC(=O)NC1=CC=C(SN(C)C)C=C1
514,CC(=O)NC1=CC=C(SN)C=C1
515,CC(=O)NC1=CC=C2CCCNC2=C1
516,CC(=O)NC1=CC=C2COCC2=C1
517,CC(=O)NC1=CC=C2NCCC2=C1
518,CC(=O)NC1=CC=C2OCCOC2=C1
519,CC(=O)NC1=CC=C2OCOC2=C1
520,CC(=O)NC1=CC=C2N=C(C)OC2=C1
521,CC(=O)NC1=CC=C2N=COC2=C1
522,CC(=O)NC1=CC=CC(C#N)=C1
523,CC(=O)NC1=CC=CC(C(F)(F)F)=C1
524,CC(=O)NC1=CC=CC(C(F)F)=C1
525,CC(=O)NC1=CC=CC(C(N)=O)=C1
526,CC(=O)NC1=CC=CC(C)=C1
527,CC(=O)NC1=CC=CC(C=O)=C1
528,CC(=O)NC1=CC=CC(CF)=C1
529,CC(=O)NC1=CC=CC(CN)=C1
530,CC(=O)NC1=CC=CC(Cl)=C1F
531,CC(=O)NC1=CC=CC(N)=C1
532,CC(=O)NC1=CC=CC(NC(C)=O)=C1
533,CC(=O)NC1=CC=CC(NC(C)=O)=C1C
534,CC(=O)NC1=CC=CC(NC(N)=O)=C1
535,CC(=O)NC1=CC=CC(NC=O)=C1
536,CC(=O)NC1=CC=CC(NC=O)=C1C
537,CC(=O)NC1=CC=CC(NCN)=C1
538,CC(=O)NC1=CC=CC(S(C)(=O)=O)=C1
539,CC(=O)NC1=CC=CC(S(C)=O)=C1
540,CC(=O)NC1=CC=CC(S)=C1
541,CC(=O)NC1=CC=CC([SH](=O)=O)=C1
542,CC(=O)NC1=CC=CC([SH]=O)=C1
543,CC(=O)NC1=CC=CC=C1
544,CC(=O)NC1=CC=CC=C1Br
545,CC(=O)NC1=CC=CC=C1C(=O)N(C)C
546,CC(=O)NC1=CC=CC=C1C(=O)NC(C)C
547,CC(=O)NC1=CC=CC=C1C(C)C
548,CC(=O)NC1=CC=CC=C1C(N)=O
549,CC(=O)NC1=CC=CC=C1CN
550,CC(=O)NC1=CC=CC=C1CN(C)C
551,CC(=O)NC1=CC=CC=C1CNC(C)C
552,CC(=O)NC1=CC=CC=C1Cl
553,CC(=O)NC1=CC=CC=C1F
554,CC(=O)NC1=CC=CC=C1N
555,CC(=O)NC1=CC=CC=C1N1CCCC1=O
556,CC(=O)NC1=CC=CC=C1O
557,CC(=O)NC1=CC=CC=N1
558,CC(=O)NC1=CC=N[NH]1
559,CC(=O)NC1=CC=NC=C1
560,CC(=O)NC1=CC=NN1C1=CC=CC=C1
561,CC(=O)NC1=CC=NN1C
562,CC(=O)NC1=CC=NN1C(C)C
563,CC(=O)NC1=CC=NO1
564,CC(=O)NC1=CN(C)C(=O)C=C1
565,CC(=O)NC1=CN=C(C2=CC=CC=C2)S1
566,CC(=O)NC1=CSC(C)=C1
567,CC(=O)NC1=N[NH]C=C1C
568,CC(=O)NC1=NC(C)=C(C)S1
569,CC(=O)NC1=NC(C)=CS1
570,CC(=O)NC1=NC2=CC=CC=C2S1
571,CC(=O)NC1=NC=C(C)S1
572,CC(=O)NC1=NC=CC=C1C
573,CC(=O)NC1=NC=CS1
574,CC(=O)NC1=NN(C)C=C1C
575,CC(=O)NC1=NN=C(C)O1
576,CC(=O)NC1=NN=C(C)S1
577,CC(=O)NC1=NOC(C)=C1
578,CC(=O)OC(C)(C)C
579,CC(=O)OC(C)C
580,CC(=O)OC(C)C(N)=O
581,CC(=O)OC(C)C1CCOC1
582,CC(=O)OC(C)C=O
583,CC(=O)OC(C)CN
584,CC(=O)OC(C)C1=CC=CC=C1
585,CC(=O)OCC(=O)NC1=CC=CC=C1
586,CC(=O)OCC(N)=O
587,CC(=O)OCC1CCOC1
588,CC(=O)OCC=O
589,CC(=O)OCCN
590,CC(=O)OCCNC1=CC=CC=C1
