,0
80,CC(=O)NCc1ccc(O)cc1
81,CC(=O)NCc1ccccc1
82,CC(=O)NN
83,CC(=O)NNC(C)=O
84,CC(=O)NNC=O
85,CC(=O)Nc1cc(C)cc(C)c1
86,CC(=O)Nc1cc(C)cs1
87,CC(=O)Nc1cc(C)n[nH]1
88,CC(=O)Nc1cc(C)nn1C
89,CC(=O)Nc1cccc(O)c1
90,CC(=O)Nc1cccc(S(N)(=O)=O)c1
91,CC(=O)Nc1cccc(S(N)=O)c1
92,CC(=O)Nc1cccc(S)c1
93,CC(=O)Nc1cccc(SN)c1
94,CC(=O)Nc1cccc([SH](=O)=O)c1
95,CC(=O)Nc1cccc([SH]=O)c1
96,CC(=O)Nc1ccc(C)s1
97,CC(=O)Nc1ccc(F)cc1
98,CC(=O)Nc1ccc(N)cc1
99,CC(=O)Nc1ccc(O)cc1
100,CC(=O)Nc1ccc(S)cc1
101,CC(=O)Nc1cccc(Cl)c1
102,CC(=O)Nc1cccc(Cl)c1C
103,CC(=O)Nc1cccc(NC=O)c1
104,CC(=O)Nc1cccc(O)c1
105,CC(=O)Nc1ccccc1
106,CC(=O)Nc1ccccc1C
107,CC(=O)Nc1ccccc1C(N)=O
108,CC(=O)Nc1ccccc1C=O
109,CC(=O)Nc1ccccc1CN
110,CC(=O)Nc1ccccc1F
111,CC(=O)Nc1cccnc1
112,CC(=O)Nc1cccs1
113,CC(=O)Nc1ccn[nH]1
114,CC(=O)Nc1ccnn1C
115,CC(=O)Nc1nc(C)cs1
116,CC(=O)Nc1nccs1
117,CC(=O)O
118,CC(=O)OC(C)C
119,CC(=O)OCC=O
120,CC(=O)Oc1ccccc1
121,CC(=O)[O-]
122,CC(=O)c1ccccc1O
123,CC(=O)c1ccccc1
124,CC(C)(C)C
125,CC(C)(C)C=O
126,CC(C)(C)CN
127,CC(C)(C)N
128,CC(C)(C)NC=O
129,CC(C)(C)O
130,CC(C)(C)OC(N)=O
131,CC(C)(C)OC=O
132,CC(C)(C)OCN
133,CC(C)(C)[NH3+]
134,CC(C)(C)c1ccccc1
135,CC(C)(O)CN
136,CC(C)=O
137,CC(C)C
138,CC(C)C(C)N
139,CC(C)C(C)NC=O
140,CC(C)C(C)[NH3+]
141,CC(C)C(N)=O
142,CC(C)C=O
143,CC(C)CC(N)=O
144,CC(C)CC=O
145,CC(C)CCN
146,CC(C)CN
147,CC(C)CNC(N)=O
148,CC(C)CNC=O
149,CC(C)CNCN
150,CC(C)CO
151,CC(C)C[NH3+]
152,CC(C)Cc1ccccc1
153,CC(C)N
154,CC(C)N(C)C
155,CC(C)N(C)C(N)=O
156,CC(C)N(C)C=O
157,CC(C)N(C)CN
158,CC(C)NC(=O)CN
159,CC(C)NC(=O)c1ccccc1
160,CC(C)NC(N)=O
161,CC(C)NC=O
162,CC(C)NCCN
163,CC(C)NCN
164,CC(C)NCc1ccccc1
165,CC(C)NS
166,CC(C)NS(C)(=O)=O
167,CC(C)NS(C)=O
168,CC(C)N[SH](=O)=O
169,CC(C)N[SH]=O
170,CC(C)Nc1ccccc1
171,CC(C)O
172,CC(C)OC(N)=O
173,CC(C)OC=O
174,CC(C)OCN
175,CC(C)Oc1ccccc1
176,CC(C)S
177,CC(C)S(C)=O
178,CC(C)[NH+](C)C
179,CC(C)[NH+]1CCCCC1
180,CC(C)[NH3+]
181,CC(C)[SH]=O
182,CC(C)c1ccccc1
183,CC(C)n1cccn1
184,CC(C=O)NC=O
185,CC(C=O)Oc1ccccc1
186,CC(CN)NC=O
187,CC(CN)Oc1ccccc1
188,CC(CO)NC=O
189,CC(F)(F)F
190,CC(F)F
191,CC(N)=O
192,CC(N)C(N)=O
193,CC(N)C=O
194,CC(N)CN
195,CC(N)CO
196,CC(N)c1ccc(Cl)cc1
197,CC(N)c1ccc(O)cc1
198,CC(N)c1cccc(F)c1
199,CC(N)c1ccccc1
200,CC(N)c1ccncc1
201,CC(NC(N)=O)c1ccccc1
202,CC(NC=O)C(N)=O
203,CC(NC=O)c1cccc(F)c1
204,CC(NC=O)c1ccccc1
205,CC(NCN)c1ccccc1
206,CC(O)C(N)=O
207,CC(O)C=O
208,CC(O)CN
209,CC(O)CNC=O
210,CC(O)CO
211,CC(O)C[NH3+]
212,CC(O)c1ccccc1
213,CC(Oc1ccccc1)C(N)=O
214,CC(S)C(N)=O
215,CC(S)C=O
216,CC(S)CN
217,CC([NH3+])C(N)=O
218,CC([NH3+])C=O
219,CC([NH3+])CN
220,CC([NH3+])CNC=O
221,CC([NH3+])c1cccc(O)c1
222,CC([NH3+])c1cccc(F)c1
223,CC([NH3+])c1ccccc1
224,CC([NH3+])c1ccccc1F
225,CC1(C)CC1
226,CC1(C)CCCC1
227,CC1(C)CCCCC1
228,CC1=CC=CCC1
229,CC1=CC=CNC1
230,CC1=CC=NCC1
231,CC1=CC=NCN1
232,CC1=CCCCC1
233,CC1=CCCN1
234,CC1=CCCOC1
235,CC1=CCNC=C1
236,CC1=CCNCC1
237,CC1=CCNCN1
238,CC1=CN=CNC1
239,CC1=CNCC1
240,CC1=CNCC=C1
241,CC1=CNCN=C1
242,CC1=CNCNC1
243,CC1=COCC1
244,CC1=Cc2ccccc2OC1
245,CC1=NCCC=C1
246,CC1=NCCN1
247,CC1=NCCN1C
248,CC1=NCCS1
249,CC1=NCNC=C1
250,CC1=NNCC1
251,CC1C=CNCC1
252,CC1C=CNCN1
253,CC1CC(=O)N(C)C1
254,CC1CC(=O)N(c2ccccc2)C1
255,CC1CC1
256,CC1CC1C
257,CC1CC1C(N)=O
258,CC1CC1C=O
259,CC1CC1CN
260,CC1CCC(NC=O)CC1
261,CC1CCC1
262,CC1CCCC(C)C1
263,CC1CCCC(N)C1
264,CC1CCCC1
265,CC1CCCCC1
266,CC1CCCCN1C(N)=O
267,CC1CCCCN1CN
268,CC1CCCCN1S
269,CC1CCCCN1S(C)(=O)=O
270,CC1CCCCN1S(C)=O
271,CC1CCCCN1[SH](=O)=O
272,CC1CCCCN1[SH]=O
273,CC1CCCN(C)C1
274,CC1CCCN(C=O)C1
275,CC1CCCNC1
276,CC1CCCO1
277,CC1CCC[NH2+]1
278,CC1CCN(C(=O)c2ccccc2)CC1
279,CC1CCN(C(N)=O)C1
280,CC1CCN(C)C(C)C1
281,CC1CCN(C)C1
282,CC1CCN(C)C1=O
283,CC1CCN(C=O)C(C)C1
284,CC1CCN(C=O)C1
285,CC1CCN(CN)C1
286,CC1CCN(Cc2ccccc2)CC1
287,CC1CCN(c2ccccc2)C1
288,CC1CCNC(C)C1
289,CC1CCNC1
290,CC1CCNC1=O
291,CC1CCNc2ccccc21
292,CC1CCOC1C
293,CC1CCOCC1
294,CC1CC[NH+](C)C1
295,CC1CC[NH+](C)CC1
296,CC1CC[NH2+]C1
297,CC1CC[NH2+]CC1
298,CC1CN(C)CC(C)O1
299,CC1CN(C)CCO1
300,CC1CN(C=O)CCO1
301,CC1CNC(=O)C1
302,CC1CNCC(C)O1
303,CC1CNCCN1
304,CC1CNCCO1
305,CC1CSCN1
306,CC=C(C)C
307,CC=C1CNC(=O)S1
308,CC=C1CNCS1
309,CC=C1SCNC1=O
310,CC=CC
311,CC=CC(=O)NC
312,CC=CC(N)=O
313,CC=CC=O
314,CC=CCN
315,CC=CCNC
316,CC=Cc1ccccc1
317,CC=N
318,CC=NN
319,CC=NNC
320,CC=NNC(C)=O
321,CC=NNC=O
322,CC=NNCC
323,CC=O
324,CCC
325,CCC#N
326,CCC(=O)N(C)C
327,CCC(=O)N(C)CC
328,CCC(=O)N1CCCC(C)C1
329,CCC(=O)N1CCCC1
330,CCC(=O)N1CCCCC1
331,CCC(=O)N1CCNCC1
332,CCC(=O)NC
333,CCC(=O)NC(C)C
334,CCC(=O)Nc1cccc(C)c1
335,CCC(=O)Nc1cccc(C)c1
336,CCC(=O)Nc1ccccc1
337,CCC(=O)O
338,CCC(=O)OC
339,CCC(=O)[O-]
340,CCC(C)(C)C
341,CCC(C)=O
342,CCC(C)C
343,CCC(C)C(N)=O
344,CCC(C)C=O
345,CCC(C)CC
346,CCC(C)CN
347,CCC(C)CNC
348,CCC(C)N
349,CCC(C)NC
350,CCC(C)NC(=O)NC
351,CCC(C)NC(C)=O
352,CCC(C)NC(N)=O
353,CCC(C)NC=O
354,CCC(C)NCN
355,CCC(C)NCNC
356,CCC(C)O
357,CCC(C)[NH2+]C
358,CCC(C)[NH3+]
359,CCC(C)c1ccccc1
360,CCC(N)=O
361,CCC(N)C=O
362,CCC(N)c1ccccc1
363,CCC1CC1
364,CCC1CCCC1
365,CCC1CCCCC1
366,CCC1CCCCN1
367,CCC1CCCCN1C
368,CCC1CCCCN1C=O
369,CCC=O
370,CCCC
371,CCCC(=O)NC
372,CCCC(=O)Nc1ccccc1
373,CCCC(C)C
374,CCCC(C)N
375,CCCC(C)NC
376,CCCC(N)=O
377,CCCC=O
378,CCCCC
379,CCCCN
380,CCCCNC
381,CCCCNC=O
382,CCCCNCC
383,CCCCNc1ccccc1
384,CCCCO
385,CCCC[O-]
386,CCCN
387,CCCN(C)C
388,CCCN(C)C(C)=O
389,CCCN(C)C=O
390,CCCN(C)CC
391,CCCN1CCCC(C)C1
392,CCCN1CCCC1
393,CCCN1CCCCC1
394,CCCN1CCNCC1
395,CCCNC
396,CCCNC(=O)NC
397,CCCNC(C)=O
398,CCCNC(C)C
399,CCCNC(N)=O
400,CCCNC=O
401,CCCNCC
402,CCCNCN
403,CCCNCNC
404,CCCNCc1ccccc1
405,CCCNc1cccc(C)c1
406,CCCNc1cccc(C)c1
407,CCCNc1ccccc1
408,CCCO
409,CCCOC
410,CCCOc1ccccc1
411,CCCS
412,CCCSC
413,CCC[NH+](C)C
414,CCC[NH2+]C
415,CCC[NH2+]CC
416,CCC[NH3+]
417,CCC[O-]
418,CCC[SH]=O
419,CCCc1ccccc1
420,CCF
421,CCN
422,CCN(C)C
423,CCN(C)C(=O)NC
424,CCN(C)C(=O)c1ccccc1
425,CCN(C)C(C)=O
426,CCN(C)C(C)C
427,CCN(C)C(N)=O
428,CCN(C)C=O
429,CCN(C)CC
430,CCN(C)CN
431,CCN(C)CNC
432,CCN(C)Cc1ccccc1
433,CCN(C)S
434,CCN(C)S(C)(=O)=O
435,CCN(C)S(C)=O
436,CCN(C)SC
437,CCN(C)[SH](=O)=O
438,CCN(C)[SH]=O
439,CCN(C)c1ccccc1
440,CCN(C=O)CC
441,CCN(CC)C(C)=O
442,CCN(CC)CC
443,CCN1C(=O)CNC1=O
444,CCN1C=NCC1
445,CCN1CCC(C(N)=O)CC1
446,CCN1CCC(C)C1
447,CCN1CCC(C=O)C1
448,CCN1CCC(CN)CC1
449,CCN1CCCC(C)C1
450,CCN1CCCC(C=O)C1
451,CCN1CCCC1
452,CCN1CCCC1=O
453,CCN1CCCC1C
454,CCN1CCCCC1
455,CCN1CCN(C(C)=O)CC1
456,CCN1CCN(C)CC1
457,CCN1CCN(C=O)CC1
458,CCN1CCN(CC)CC1
459,CCN1CCN(c2ccccc2)CC1
460,CCN1CCNC1
461,CCN1CCNC1=O
462,CCN1CCNCC1
463,CCN1CCOC(C)C1
464,CCN1CCOCC1
465,CCN1CCSC1
466,CCN1CC[NH+](C)CC1
467,CCN1CC[NH2+]CC1
468,CCN1CCc2ccccc21
469,CCN1CCc2ccccc2C1
470,CCN1CNCC1=O
471,CCN1Cc2ccccc2C1
472,CCNC
473,CCNC(=O)C(=O)NC
474,CCNC(=O)C(=O)Nc1ccccc1
475,CCNC(=O)C(N)=O
476,CCNC(=O)C1CCNCC1
477,CCNC(=O)C=O
478,CCNC(=O)CC
479,CCNC(=O)CN
480,CCNC(=O)CNC
481,CCNC(=O)CNc1ccccc1
482,CCNC(=O)N(C)C
483,CCNC(=O)NC
484,CCNC(=O)NC(C)C
485,CCNC(=O)NCC
486,CCNC(=O)Nc1ccccc1
487,CCNC(=O)c1ccc(C)cc1
488,CCNC(=O)c1ccccc1
489,CCNC(=O)c1ccccc1N
490,CCNC(C)(C)C
491,CCNC(C)=O
492,CCNC(C)C
493,CCNC(C)C(C)C
494,CCNC(C)C(N)=O
495,CCNC(C)C=O
496,CCNC(C)CC
497,CCNC(C)CN
498,CCNC(C)c1ccccc1
499,CCNC(N)=O
500,CCNC1CC1
501,CCNC1CCC(C)CC1
502,CCNC1CCCC1
503,CCNC1CCCCC1
504,CCNC=O
505,CCNCC
506,CCNCC(=O)NC
507,CCNCC(=O)Nc1ccccc1
508,CCNCC(C)C
509,CCNCC(C)O
510,CCNCC(N)=O
511,CCNCC1CCNCC1
512,CCNCC=O
513,CCNCCN
514,CCNCCNC
515,CCNCCNc1ccccc1
516,CCNCCO
517,CCNCCc1ccccc1
518,CCNCN
519,CCNCN(C)C
520,CCNCN1CCCCC1
521,CCNCNC
522,CCNCNC(C)C
523,CCNCNCC
524,CCNCNc1ccccc1
525,CCNCc1ccc(C)cc1
526,CCNCc1ccc(O)cc1
527,CCNCc1ccc(OC)cc1
528,CCNCc1cccc(F)c1
529,CCNCc1ccccc1
530,CCNCc1ccccc1N
531,CCNN
532,CCNNC
533,CCNNC(C)=O
534,CCNNC=O
535,CCNNCC
536,CCNS
537,CCNS(=O)(=O)c1ccccc1
538,CCNS(=O)c1ccccc1
539,CCNS(C)(=O)=O
540,CCNS(C)=O
541,CCNSC
542,CCNSc1ccccc1
543,CCN[SH](=O)=O
544,CCN[SH]=O
545,CCNc1ccccc1C
546,CCNc1cc(C)cc(C)c1
547,CCNc1cc(C)cs1
548,CCNc1cc(C)n[nH]1
549,CCNc1cc(C)nn1C
550,CCNc1cccc(O)c1
551,CCNc1cccc(OC)c1
552,CCNc1cccc(S(N)(=O)=O)c1
553,CCNc1cccc(S(N)=O)c1
554,CCNc1cccc(S)c1
555,CCNc1cccc(SN)c1
556,CCNc1cccc([SH](=O)=O)c1
557,CCNc1cccc([SH]=O)c1
558,CCNc1ccc(Br)cc1
559,CCNc1ccc(C)cc1
560,CCNc1ccc(C)s1
561,CCNc1ccc(CC)cc1
562,CCNc1ccc(F)cc1
563,CCNc1ccc(N)cc1
564,CCNc1ccc(O)cc1
565,CCNc1ccc(OC)cc1
566,CCNc1ccc(OCC)cc1
567,CCNc1ccc(S)cc1
568,CCNc1cccc(Cl)c1
569,CCNc1cccc(Cl)c1C
570,CCNc1cccc(NC)c1
571,CCNc1cccc(NC=O)c1
572,CCNc1cccc(O)c1
573,CCNc1cccc(OC)c1
574,CCNc1ccccc1
575,CCNc1ccccc1C
576,CCNc1ccccc1C(=O)NC
577,CCNc1ccccc1C(N)=O
578,CCNc1ccccc1C=O
579,CCNc1ccccc1CC
580,CCNc1ccccc1CN
581,CCNc1ccccc1CNC
582,CCNc1ccccc1F
583,CCNc1cccnc1
584,CCNc1cccs1
585,CCNc1ccn[nH]1
586,CCNc1ccnn1C
587,CCNc1nc(C)cs1
588,CCNc1nccs1
589,CCO
590,CCOC
591,CCOC(=O)c1ccccc1
592,CCOC(C)=O
593,CCOC(C)C
594,CCOC(N)=O
595,CCOC=O
596,CCOCC
597,CCOCC=O
598,CCOCN
599,CCOCc1ccccc1
600,CCOc1ccc(C)cc1
601,CCOc1ccc(F)cc1
602,CCOc1ccc(N)cc1
603,CCOc1ccc(NC(C)=O)cc1
604,CCOc1ccc(NC)cc1
605,CCOc1ccc(NC=O)cc1
606,CCOc1ccc(O)c(C)c1
607,CCOc1ccc(O)cc1
608,CCOc1ccc(O)cc1C
609,CCOc1ccc(OC)c(C)c1
610,CCOc1ccc(OC)cc1
611,CCOc1ccc(OC)cc1C
612,CCOc1cccc(C(N)=O)c1
613,CCOc1cccc(C)c1
614,CCOc1cccc(C=O)c1
615,CCOc1cccc(CN)c1
616,CCOc1cccc(Cl)c1
617,CCOc1ccccc1
618,CCOc1ccccc1C
619,CCOc1cccnc1
620,CCS
621,CCS(C)(=O)=O
622,CCS(C)=O
623,CCS(N)(=O)=O
624,CCS(N)=O
625,CCSC
626,CCSCC
627,CCSN
628,CCSc1ccccc1
629,CCSc1nnc(C)[nH]1
630,CCSc1nnc(C)n1C
631,CCSc1nnc[nH]1
632,CCSc1nncn1C
633,CC[NH+](C)C
634,CC[NH+](C)C(C)C
635,CC[NH+](C)CC
636,CC[NH+]1CCC(C)C1
637,CC[NH+]1CCC(C)CC1
638,CC[NH+]1CCCC(N)C1
639,CC[NH+]1CCCC1
640,CC[NH+]1CCCCC1
641,CC[NH+]1CCN(C)CC1
642,CC[NH+]1CCNCC1
643,CC[NH2+]C
644,CC[NH2+]C(C)C
645,CC[NH2+]C(C)CC
646,CC[NH2+]C(C)c1ccccc1
647,CC[NH2+]CC
648,CC[NH2+]Cc1ccccc1
649,CC[NH3+]
650,CC[O-]
651,CC[SH](=O)=O
652,CC[SH]=O
653,CCc1ccccc1O
654,CCc1ccc(C)cc1
655,CCc1ccc(Cl)cc1
656,CCc1ccc(F)cc1
657,CCc1ccc(N)cc1
658,CCc1ccc(NC(C)=O)cc1
659,CCc1ccc(NC)cc1
660,CCc1ccc(NC=O)cc1
661,CCc1ccc(OC)cc1
662,CCc1cccc(Cl)c1
663,CCc1cccc(F)c1
664,CCc1cccc(F)c1F
665,CCc1ccccc1
666,CCc1ccccc1C
667,CCc1ccccc1F
668,CCc1ccccc1NC
669,CCc1ccccc1NC(C)=O
670,CCc1ccccc1NC=O
671,CCc1ccccc1O
672,CCc1ccccc1OC
673,CCc1ccccn1
674,CCc1cccs1
675,CCc1ccncc1
676,CCc1cocc1
677,CCc1csc(C)n1
678,CCc1cscc1
679,CCc1cscn1
680,CCc1n[nH]c(C)c1
681,CCc1n[nH]c(N)c1
682,CCc1n[nH]cc1
683,CCc1n[nH]cc1C
684,CCc1nc(C)cs1
685,CCc1nc(C)no1
686,CCc1nccs1
687,CCc1ncno1
688,CCc1nn(C)cc1
689,CCc1nn(C)cc1C
690,CCn1cc(C)c(C)n1
691,CCn1cc(C)cn1
692,CCn1ccc(C)n1
693,CCn1cccn1
694,CCn1ccnc1
695,CCn1cnc2ccccc21
696,CCn1nccc1N
697,CCn1nccc1NC
698,CF
699,CN
700,CN(C)C
701,CN(C)C(=O)CN
702,CN(C)C(=O)Nc1ccccc1
703,CN(C)C(=O)c1ccccc1
704,CN(C)C(N)=O
705,CN(C)C1CC1
706,CN(C)C=O
707,CN(C)CC(N)=O
708,CN(C)CC=O
709,CN(C)CCN
710,CN(C)CN
711,CN(C)CNc1ccccc1
712,CN(C)Cc1ccccc1
713,CN(C)S
714,CN(C)S(=O)(=O)c1ccccc1
715,CN(C)S(=O)c1ccccc1
716,CN(C)S(C)(=O)=O
717,CN(C)S(C)=O
718,CN(C)Sc1ccccc1
719,CN(C)[SH](=O)=O
720,CN(C)[SH]=O
721,CN(C)c1ccccc1
722,CN(C=O)CC=O
723,CN(C=O)Cc1ccccc1
724,CN(C=O)c1ccccc1
725,CN1C(=O)CCC1=O
726,CN1C(=O)CNC1=O
727,CN1C=CC(=O)NC1
728,CN1C=CC=CC1
729,CN1C=CCNC1
730,CN1C=CCNC1=O
731,CN1C=NCC1
732,CN1C=NNC1
733,CN1CC(C(N)=O)CC1=O
734,CN1CC(C=O)CC1=O
735,CN1CC(CN)CC1=O
736,CN1CC=CC=N1
737,CN1CC=CCC1
738,CN1CC=CNC1
739,CN1CC=CNC1=O
740,CN1CCC(=O)NC1
741,CN1CCC(C(N)=O)C1
742,CN1CCC(C=O)C1
743,CN1CCC(CN)C1
744,CN1CCC(N)C1
745,CN1CCC(N)C1=O
746,CN1CCC(N)CC1
747,CN1CCC([NH3+])CC1
748,CN1CCC(c2ccccc2)C1
749,CN1CCC=N1
750,CN1CCCC(C(N)=O)C1
751,CN1CCCC(C=O)C1
752,CN1CCCC(CN)C1
753,CN1CCCC(O)C1
754,CN1CCCC1
755,CN1CCCC1=O
756,CN1CCCCC1
757,CN1CCCCCC1
758,CN1CCCNC1
759,CN1CCCNC1=O
760,CN1CCCNCC1
761,CN1CCN(C(=O)c2ccccc2)CC1
762,CN1CCN(C(N)=O)CC1
763,CN1CCN(C)CC1
764,CN1CCN(C=O)CC1
765,CN1CCN(CN)CC1
766,CN1CCN(Cc2ccccc2)CC1
767,CN1CCN(S(C)(=O)=O)CC1
768,CN1CCN(S(C)=O)CC1
769,CN1CCN(S)CC1
770,CN1CCN([SH](=O)=O)CC1
771,CN1CCN([SH]=O)CC1
772,CN1CCN(c2ccccc2)CC1
773,CN1CCNC1
774,CN1CCNC1=O
775,CN1CCNCC1
776,CN1CCNCC1=O
777,CN1CCOCC1
778,CN1CCSC1
779,CN1CCSC1=O
780,CN1CCSCC1
781,CN1CC[NH+](C)CC1
782,CN1CC[NH2+]CC1
783,CN1CCc2ccccc21
784,CN1CCc2ccccc2C1
785,CN1CNC=CC1=O
786,CN1CNC=N1
787,CN1CNCC1=O
788,CN1CNCCC1=O
789,CN1CSCC1=O
790,CN1Cc2ccccc2C1
791,CN1Cc2ccccc2C1=O
792,CNC
793,CNC(=O)C(=O)NC
794,CNC(=O)C(=O)Nc1ccccc1
795,CNC(=O)C(=O)Nc1ccccc1C
796,CNC(=O)C(C)C
797,CNC(=O)C(C)N
798,CNC(=O)C(C)NC
799,CNC(=O)C(C)NC=O
800,CNC(=O)C(C)O
801,CNC(=O)C(C)OC
802,CNC(=O)C(C)S
803,CNC(=O)C(C)SC
804,CNC(=O)C(C)[NH3+]
805,CNC(=O)C(N)=O
806,CNC(=O)C1CC(=O)N(C)C1
807,CNC(=O)C1CC1
808,CNC(=O)C1CCCN(C)C1
809,CNC(=O)C1CCCN(C=O)C1
810,CNC(=O)C1CCCNC1
811,CNC(=O)C1CCN(C)C1
812,CNC(=O)C1CCNC1
813,CNC(=O)C1CNC(=O)C1
814,CNC(=O)C=O
815,CNC(=O)CCN
816,CNC(=O)CN
817,CNC(=O)CNC=O
818,CNC(=O)CNc1ccccc1
819,CNC(=O)CNc1ccccc1C
820,CNC(=O)CO
821,CNC(=O)COC
822,CNC(=O)COc1ccccc1
823,CNC(=O)CS
824,CNC(=O)CSC
825,CNC(=O)C[NH3+]
826,CNC(=O)Cc1ccccc1
827,CNC(=O)N(C)C
828,CNC(=O)N1CCCC1
829,CNC(=O)N1CCCCC1
830,CNC(=O)N1CCCCC1C
831,CNC(=O)N1CCN(C)CC1
832,CNC(=O)N1CCNCC1
833,CNC(=O)NC
834,CNC(=O)NC(C)C
835,CNC(=O)NC(C)c1ccccc1
836,CNC(=O)NCc1ccccc1
837,CNC(=O)Nc1cccc(C)c1
838,CNC(=O)Nc1ccccc1
839,CNC(=O)O
840,CNC(=O)OC
841,CNC(=O)c1c[nH]nc1
842,CNC(=O)c1c[nH]nc1C
843,CNC(=O)c1cccc(S)c1
844,CNC(=O)c1cccc([SH](=O)=O)c1
845,CNC(=O)c1cccc([SH]=O)c1
846,CNC(=O)c1ccc(C)cc1
847,CNC(=O)c1cccc(Cl)c1
848,CNC(=O)c1cccc(F)c1
849,CNC(=O)c1ccccc1
850,CNC(=O)c1ccccc1N
851,CNC(=O)c1ccccc1NC
852,CNC(=O)c1ccccc1NC(C)=O
853,CNC(=O)c1ccccc1NC=O
854,CNC(=O)c1ccccc1O
855,CNC(=O)c1ccccc1OC
856,CNC(=O)c1cccnc1
857,CNC(=O)c1ccco1
858,CNC(=O)c1cccs1
859,CNC(=O)c1cn(C)nc1
860,CNC(=O)c1cn(C)nc1C
861,CNC(C)(C)C
862,CNC(C)=O
863,CNC(C)C
864,CNC(C)C(C)C
865,CNC(C)C(N)=O
866,CNC(C)C=O
867,CNC(C)CN
868,CNC(C)CO
869,CNC(C)c1ccc(C)cc1
870,CNC(C)c1ccc(O)cc1
871,CNC(C)c1ccc(OC)cc1
872,CNC(C)c1cccc(F)c1
873,CNC(C)c1ccccc1
874,CNC(N)=O
875,CNC(N)=S
876,CNC1CC1
877,CNC1CCC(C)CC1
878,CNC1CCCC(C)C1
879,CNC1CCCC1
880,CNC1CCCCC1
881,CNC1CCC[NH+](C)C1
882,CNC1CCC[NH2+]C1
883,CNC1CCN(C)C1
884,CNC1CCN(C)CC1
885,CNC1CCNC1
886,CNC1CCNCC1
887,CNC=O
888,CNC=S
889,CNCC(=O)NC
890,CNCC(=O)Nc1ccccc1
891,CNCC(=O)Nc1ccccc1C
892,CNCC(C)C
893,CNCC(C)N
894,CNCC(C)NC
895,CNCC(C)NC=O
896,CNCC(C)O
897,CNCC(C)OC
898,CNCC(C)S
899,CNCC(C)SC
900,CNCC(C)[NH3+]
901,CNCC(N)=O
902,CNCC1CC(=O)N(C)C1
903,CNCC1CC1
904,CNCC1CCCN(C)C1
905,CNCC1CCCN(C=O)C1
906,CNCC1CCCNC1
907,CNCC1CCCO1
908,CNCC1CCN(C)C1
909,CNCC1CCNC1
910,CNCC1CCOC1
911,CNCC1CNC(=O)C1
912,CNCC=O
913,CNCCCN
914,CNCCN
915,CNCCNC
916,CNCCNC=O
917,CNCCNc1ccccc1
918,CNCCNc1ccccc1C
919,CNCCO
920,CNCCOC
921,CNCCOc1ccccc1
922,CNCCS
923,CNCCSC
924,CNCC[NH3+]
925,CNCCc1ccccc1
926,CNCN
927,CNCN(C)C
928,CNCN1CCCC1
929,CNCN1CCCCC1
930,CNCN1CCCCC1C
931,CNCN1CCN(C)CC1
932,CNCN1CCNCC1
933,CNCNC
934,CNCNC(C)=O
935,CNCNC(C)C
936,CNCNC(C)c1ccccc1
937,CNCNC=O
938,CNCNCc1ccccc1
939,CNCNN
