smiles,score
CC(OC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1)N(C)C,0.903278623
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(CC(=O)NCC(N)=O)C(C)N(C)C)=C1,0.903278623
CC(OC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)N(C)C,0.903278623
CCN(C)C(C(=O)NCC(N)=O)N(C)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.903278623
CCN(C)C(C(=O)NCC(N)=O)N(C)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.903278623
CCN(C)COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.901633368
CCN(C)COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.901633368
CCN(C)CN(CC(=O)NCC(N)=O)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.901633368
CCN(C)CN(CC(=O)NCC(N)=O)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.901633368
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=C(CN(C)C)C=N1,0.899975434
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=C(CN(C)C)C=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.899975434
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC(CN(C)C)=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.895336175
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC(CN(C)C)=N1,0.895336175
COC1=CC=C(NC2=NC(C3=C(C(C)(C(=O)CN)N(C)C)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.89521184
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(C(C)(C(=O)CN)N(C)C)C=CC=C2)=CC=N1,0.89521184
CCN(C)C1=C(N(C)CC(=O)NCC(N)=O)C=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(OC)=C1,0.890769493
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(=O)N(C)N(C)C)=C1,0.886579892
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN(C)N(C)C)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.886579892
COC1=CC=C(N(C)CC(=O)NCC(=O)N(C)N(C)C)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.886579892
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CN(C)N(C)C)C=CC=C2)=CC=N1,0.886579892
CCN(C)C1=CC=CC(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)=C1NC(=O)CN,0.886177689
CCN(C)C1=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=CC(N(C)CC(=O)NCC(N)=O)=C1,0.886177689
CCN(C)C1=CC=CC(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)=C1NC(=O)CN,0.886177689
CCN(C)C1=C(OC)C=C(N(C)CC(=O)NCC(N)=O)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.886177689
COC1=CC=C(C(CN(C)C)C2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.886036203
CCN(C)NCC(=O)NC1=C(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)C=CC=C1,0.88180616
CCN(C)NCC(=O)NC1=C(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)C=CC=C1,0.88180616
CCN(C)NC(=O)CNC(=O)CN(C)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.88180616
CCN(C)NC(=O)CNC(=O)CN(C)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.88180616
CCN(C)C1=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=CC(OC)=C1,0.881579124
CCN(C)C1=CC=CC(NC(=O)CN)=C1C1=CC=NC(NC2=CC=C(OC)C=C2N(C)CC(=O)NCC(N)=O)=N1,0.881579124
CCN(C)C1=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(OC)=CC=C1N(C)CC(=O)NCC(N)=O,0.881579124
CCN(C)C1=CC=CC(NC(=O)CN)=C1C1=CC=NC(NC2=CC(N(C)CC(=O)NCC(N)=O)=CC=C2OC)=N1,0.881579124
CCN(C)C1=C(N(C)CC(=O)NCC(N)=O)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=CC=C1OC,0.881579124
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1C(CN(C)C)C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.881373549
CCN(C)N(C(=O)CN)C1=C(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)C=CC=C1,0.880443573
CCN(C)N(C(=O)CN)C1=C(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)C=CC=C1,0.880443573
COC1=CC=C(C(C)(C2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)N(C)C)C(N(C)CC(=O)NCC(N)=O)=C1,0.878208781
CCN(C)C(C(=O)CN)C1=C(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)C=CC=C1,0.877074218
CCN(C)C(C(=O)CN)C1=C(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)C=CC=C1,0.877074218
CCN(C)C1=CC(NC(=O)CN)=C(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)C=C1,0.876972847
CCN(C)C1=CC(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)=C(NC(=O)CN)C=C1,0.876972847
CCN(C)C1=CC(NC(=O)CN)=C(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)C=C1,0.876972847
CCN(C)C1=CC(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)=C(NC(=O)CN)C=C1,0.876972847
CCN(C)N(CC(N)=O)C(=O)CN(C)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.876737172
CCN(C)N(CC(N)=O)C(=O)CN(C)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.876737172
COC1=CC=C(N(CN(C)C)C2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.876701121
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1N(CN(C)C)C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.876701121
CCN(C)C(C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)C1=CC=C(OC)C=C1N(C)CC(=O)NCC(N)=O,0.874901871
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1C(C)(C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)N(C)C,0.873507257
CCN(C)C1=C(C2=C(NC(=O)CN)C=CC=C2)N=C(NC2=CC=C(OC)C=C2N(C)CC(=O)NCC(N)=O)N=C1,0.872357888
CCN(C)C1=C(C2=C(NC(=O)CN)C=CC=C2)N=C(NC2=CC(N(C)CC(=O)NCC(N)=O)=CC=C2OC)N=C1,0.872357888
CCN(C)C(C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)C1=CC(N(C)CC(=O)NCC(N)=O)=CC=C1OC,0.870228257
CCN(C)C1=NC(NC2=CC(N(C)CC(=O)NCC(N)=O)=CC=C2OC)=NC(C2=C(NC(=O)CN)C=CC=C2)=C1,0.867733255
CCN(C)C1=NC(NC2=CC=C(OC)C=C2N(C)CC(=O)NCC(N)=O)=NC(C2=C(NC(=O)CN)C=CC=C2)=C1,0.867733255
CCN(C)N(C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)C1=CC=C(OC)C=C1N(C)CC(=O)NCC(N)=O,0.856987609
CCN(C)N(C1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1)C1=CC(N(C)CC(=O)NCC(N)=O)=CC=C1OC,0.856987609
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)C(CC(N)=O)CN(C)C)=C1,0.843118803
COC1=CC=C(N(C)CC(=O)C(CC(N)=O)CN(C)C)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.843118803
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(=O)CCN(C)C)=C1,0.838923979
COC1=CC=C(N(C)CC(=O)NCC(=O)CCN(C)C)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.838923979
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(=O)C(C)N(C)C)=C1,0.832337041
COC1=CC=C(N(C)CC(=O)NCC(=O)C(C)N(C)C)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.832337041
CCN(C)CC(=O)CNC(=O)CN(C)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.830548424
CCN(C)CC(=O)CNC(=O)CN(C)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.830548424
COC1=CC=C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)C(N(C)CC(=O)C(C)(CC(N)=O)N(C)C)=C1,0.809156859
COC1=CC=C(N(C)CC(=O)C(C)(CC(N)=O)N(C)C)C=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.809156859
CCN(C)C(CC(N)=O)C(=O)CN(C)C1=CC(OC)=CC=C1NC1=NC(C2=C(NC(=O)CN)C=CC=C2)=CC=N1,0.807686995
CCN(C)C(CC(N)=O)C(=O)CN(C)C1=CC=C(OC)C(NC2=NC(C3=C(NC(=O)CN)C=CC=C3)=CC=N2)=C1,0.807686995
COC1=CC=C(NC2=NC(C3=C(NC(=O)CCCN(C)C)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.766430555
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CCCN(C)C)C=CC=C2)=CC=N1,0.766430555
COC1=CC=C(N(C)CC(=O)NCC(N)=O)C=C1NC1=NC(C2=C(NC(=O)CC(C)N(C)C)C=CC=C2)=CC=N1,0.760518544
COC1=CC=C(NC2=NC(C3=C(NC(=O)CC(C)N(C)C)C=CC=C3)=CC=N2)C(N(C)CC(=O)NCC(N)=O)=C1,0.760518544
CCN(C)CCC(=O)NC1=C(C2=CC=NC(NC3=CC=C(OC)C=C3N(C)CC(=O)NCC(N)=O)=N2)C=CC=C1,0.758778751
CCN(C)CCC(=O)NC1=C(C2=CC=NC(NC3=CC(N(C)CC(=O)NCC(N)=O)=CC=C3OC)=N2)C=CC=C1,0.758778751
